item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18037140,NUDCD3,39,ENSG00000015676,23386,ENSG00000015676,Homo sapiens
Q18037141,SIK3,56,ENSG00000160584,23387,ENSG00000160584,Homo sapiens
Q18037142,MED13L,59,ENSG00000123066,23389,ENSG00000123066,Homo sapiens
Q18037143,ZDHHC17,44,ENSG00000186908,23390,ENSG00000186908,Homo sapiens
Q18037144,ADNP,41,ENSG00000101126,23394,ENSG00000101126,Homo sapiens
Q18037145,LARS2,42,ENSG00000011376,23395,ENSG00000011376,Homo sapiens
Q18037146,PIP5K1C,42,ENSG00000186111,23396,ENSG00000186111,Homo sapiens
Q18037147,NCAPH,36,ENSG00000121152,23397,ENSG00000121152,Homo sapiens
Q18037148,PPWD1,46,ENSG00000113593,23398,ENSG00000113593,Homo sapiens
Q18037149,CTDNEP1,52,ENSG00000175826,23399,ENSG00000175826,Homo sapiens
Q18037149,CTDNEP1,52,ENSG00000288307,23399,ENSG00000175826,Homo sapiens
Q18037150,ATP13A2,58,ENSG00000159363,23400,ENSG00000159363,Homo sapiens
Q18037151,FRAT2,23,ENSG00000181274,23401,ENSG00000181274,Homo sapiens
Q18037152,FBXO46,28,ENSG00000177051,23403,ENSG00000177051,Homo sapiens
Q18037153,EXOSC2,46,ENSG00000130713,23404,ENSG00000130713,Homo sapiens
Q18037154,DICER1,58,ENSG00000100697,23405,ENSG00000100697,Homo sapiens
Q18037155,COTL1,33,ENSG00000103187,23406,ENSG00000103187,Homo sapiens
Q18037156,SIRT5,47,ENSG00000124523,23408,ENSG00000124523,Homo sapiens
Q18037157,SIRT4,32,ENSG00000089163,23409,ENSG00000089163,Homo sapiens
Q18037158,SIRT3,55,ENSG00000142082,23410,ENSG00000142082,Homo sapiens
Q18037159,SIRT1,34,ENSG00000096717,23411,ENSG00000096717,Homo sapiens
Q18037160,COMMD3,37,ENSG00000148444,23412,ENSG00000148444,Homo sapiens
Q18037162,ZFPM2,39,ENSG00000169946,23414,ENSG00000169946,Homo sapiens
Q18037163,KCNH4,28,ENSG00000089558,23415,ENSG00000089558,Homo sapiens
Q18037164,KCNH3,33,ENSG00000135519,23416,ENSG00000135519,Homo sapiens
Q18037165,MLYCD,32,ENSG00000103150,23417,ENSG00000103150,Homo sapiens
Q18037166,CRB1,48,ENSG00000134376,23418,ENSG00000134376,Homo sapiens
Q18037167,NOMO1,41,ENSG00000103512,23420,ENSG00000103512,Homo sapiens
Q18037167,NOMO1,41,ENSG00000274779,23420,ENSG00000103512,Homo sapiens
Q18037168,ITGB3BP,46,ENSG00000142856,23421,ENSG00000142856,Homo sapiens
Q18037169,TMED3,31,ENSG00000166557,23423,ENSG00000166557,Homo sapiens
Q18037170,TDRD7,29,ENSG00000196116,23424,ENSG00000196116,Homo sapiens
Q18037171,GRIP1,58,ENSG00000155974,23426,ENSG00000155974,Homo sapiens
Q18037172,SLC7A8,45,ENSG00000092068,23428,ENSG00000092068,Homo sapiens
Q18037173,RYBP,27,ENSG00000163602,23429,ENSG00000163602,Homo sapiens
Q18037173,RYBP,27,ENSG00000281766,23429,ENSG00000163602,Homo sapiens
Q18037174,TPSD1,23,ENSG00000095917,23430,ENSG00000095917,Homo sapiens
Q18037175,AP4E1,37,ENSG00000081014,23431,ENSG00000081014,Homo sapiens
Q18037176,GPR161,55,ENSG00000143147,23432,ENSG00000143147,Homo sapiens
Q18037177,RHOQ,39,ENSG00000119729,23433,ENSG00000119729,Homo sapiens
Q18037178,LINC01565,13,,23434,ENSG00000198685,Homo sapiens
Q18037179,TARDBP,66,ENSG00000120948,23435,ENSG00000120948,Homo sapiens
Q18037180,CELA3B,25,ENSG00000219073,23436,ENSG00000219073,Homo sapiens
Q18037182,HARS2,51,ENSG00000112855,23438,ENSG00000112855,Homo sapiens
Q18037183,ATP1B4,26,ENSG00000101892,23439,ENSG00000101892,Homo sapiens
Q18037184,OTP,25,ENSG00000171540,23440,ENSG00000171540,Homo sapiens
Q18037185,SLC35A3,59,ENSG00000117620,23443,ENSG00000117620,Homo sapiens
Q18037186,SLC44A1,39,ENSG00000070214,23446,ENSG00000070214,Homo sapiens
Q18037187,SF3B3,41,ENSG00000189091,23450,ENSG00000189091,Homo sapiens
Q18037188,SF3B1,46,ENSG00000115524,23451,ENSG00000115524,Homo sapiens
Q18037189,ANGPTL2,32,ENSG00000136859,23452,ENSG00000136859,Homo sapiens
Q18037190,ABCB10,32,ENSG00000135776,23456,ENSG00000135776,Homo sapiens
Q18037191,ABCB9,69,ENSG00000150967,23457,ENSG00000150967,Homo sapiens
Q18037193,ABCA6,36,ENSG00000154262,23460,ENSG00000154262,Homo sapiens
Q18037194,ABCA5,38,ENSG00000154265,23461,ENSG00000154265,Homo sapiens
Q18037195,HEY1,36,ENSG00000164683,23462,ENSG00000164683,Homo sapiens
Q18037196,ICMT,35,ENSG00000116237,23463,ENSG00000116237,Homo sapiens
Q18037197,GCAT,43,ENSG00000100116,23464,ENSG00000100116,Homo sapiens
Q18037198,CBX6,26,ENSG00000183741,23466,ENSG00000183741,Homo sapiens
Q18037199,NPTXR,26,ENSG00000221890,23467,ENSG00000221890,Homo sapiens
Q18037200,CBX5,32,ENSG00000094916,23468,ENSG00000094916,Homo sapiens
Q18037201,PHF3,45,ENSG00000118482,23469,ENSG00000118482,Homo sapiens
Q18037202,TRAM1,32,ENSG00000067167,23471,ENSG00000067167,Homo sapiens
Q18037203,CAPN7,45,ENSG00000131375,23473,ENSG00000131375,Homo sapiens
Q18037204,ETHE1,37,ENSG00000105755,23474,ENSG00000105755,Homo sapiens
Q18037205,QPRT,32,ENSG00000103485,23475,ENSG00000103485,Homo sapiens
Q18037206,BRD4,40,ENSG00000141867,23476,ENSG00000141867,Homo sapiens
Q18037207,SEC11A,39,ENSG00000140612,23478,ENSG00000140612,Homo sapiens
Q18037208,ISCU,50,ENSG00000136003,23479,ENSG00000136003,Homo sapiens
Q18037209,SEC61G,28,ENSG00000132432,23480,ENSG00000132432,Homo sapiens
Q18037210,PES1,45,ENSG00000100029,23481,ENSG00000100029,Homo sapiens
Q18037211,TGDS,30,ENSG00000088451,23483,ENSG00000088451,Homo sapiens
Q18037212,LEPROTL1,34,ENSG00000104660,23484,ENSG00000104660,Homo sapiens
Q18037213,CES3,33,ENSG00000172828,23491,ENSG00000172828,Homo sapiens
Q18037214,CBX7,33,ENSG00000100307,23492,ENSG00000100307,Homo sapiens
Q18037215,HEY2,30,ENSG00000135547,23493,ENSG00000135547,Homo sapiens
Q18037216,TNFRSF13B,32,ENSG00000240505,23495,ENSG00000240505,Homo sapiens
Q18037217,MACF1,65,ENSG00000127603,23499,ENSG00000127603,Homo sapiens
Q18037218,DAAM2,40,ENSG00000146122,23500,ENSG00000146122,Homo sapiens
Q18037219,ZFYVE26,42,ENSG00000072121,23503,ENSG00000072121,Homo sapiens
Q18037220,RIMBP2,48,ENSG00000060709,23504,ENSG00000060709,Homo sapiens
Q18037221,TMEM131,37,ENSG00000075568,23505,ENSG00000075568,Homo sapiens
Q18037222,BICRAL,29,ENSG00000112624,23506,ENSG00000112624,Homo sapiens
Q18037223,LRRC8B,39,ENSG00000197147,23507,ENSG00000197147,Homo sapiens
Q18037224,TTC9,23,ENSG00000133985,23508,ENSG00000133985,Homo sapiens
Q18037225,POFUT1,32,ENSG00000101346,23509,ENSG00000101346,Homo sapiens
Q18037226,KCTD2,33,ENSG00000180901,23510,ENSG00000180901,Homo sapiens
Q18037228,SUZ12,34,ENSG00000178691,23512,ENSG00000178691,Homo sapiens
Q18037235,R3HDM1,84,ENSG00000048991,23518,ENSG00000048991,Homo sapiens
Q18037236,ANP32D,20,ENSG00000139223,23519,ENSG00000139223,Homo sapiens
Q18037237,ANP32C,19,ENSG00000248546,23520,ENSG00000248546,Homo sapiens
Q18037238,RPL13A,40,ENSG00000142541,23521,ENSG00000142541,Homo sapiens
Q18037239,KAT6B,119,ENSG00000156650,23522,ENSG00000156650,Homo sapiens
Q18037239,KAT6B,119,ENSG00000281813,23522,ENSG00000156650,Homo sapiens
Q18037240,CABIN1,69,ENSG00000099991,23523,ENSG00000099991,Homo sapiens
Q18037240,CABIN1,69,ENSG00000281670,23523,ENSG00000099991,Homo sapiens
Q18037241,SRRM2,71,ENSG00000167978,23524,ENSG00000167978,Homo sapiens
Q18037242,ARHGAP45,48,ENSG00000180448,23526,ENSG00000180448,Homo sapiens
Q18037243,ACAP2,50,ENSG00000114331,23527,ENSG00000114331,Homo sapiens
Q18037244,ZNF281,28,ENSG00000162702,23528,ENSG00000162702,Homo sapiens
Q18037245,CLCF1,27,ENSG00000175505,23529,ENSG00000175505,Homo sapiens
Q18037246,NNT,55,ENSG00000112992,23530,ENSG00000112992,Homo sapiens
Q18037247,MMD,33,ENSG00000108960,23531,ENSG00000108960,Homo sapiens
Q18037248,PRAME,60,ENSG00000185686,23532,ENSG00000185686,Homo sapiens
Q18037248,PRAME,60,ENSG00000275013,23532,ENSG00000185686,Homo sapiens
Q18037249,PIK3R5,50,ENSG00000141506,23533,ENSG00000141506,Homo sapiens
Q18037250,TNPO3,39,ENSG00000064419,23534,ENSG00000064419,Homo sapiens
Q18037251,ADAT1,43,ENSG00000065457,23536,ENSG00000065457,Homo sapiens
Q18037252,OR52A1,23,ENSG00000182070,23538,ENSG00000182070,Homo sapiens
Q18037253,SLC16A8,26,ENSG00000100156,23539,ENSG00000100156,Homo sapiens
Q18037256,SEC14L2,48,ENSG00000100003,23541,ENSG00000100003,Homo sapiens
Q18037257,MAPK8IP2,31,ENSG00000008735,23542,ENSG00000008735,Homo sapiens
Q18037258,RBFOX2,99,ENSG00000100320,23543,ENSG00000100320,Homo sapiens
Q18037258,RBFOX2,99,ENSG00000277564,23543,ENSG00000100320,Homo sapiens
Q18037260,SEZ6L,49,ENSG00000100095,23544,ENSG00000100095,Homo sapiens
Q18037261,ATP6V0A2,34,ENSG00000185344,23545,ENSG00000185344,Homo sapiens
Q18037262,SYNGR4,29,ENSG00000105467,23546,ENSG00000105467,Homo sapiens
Q18037263,LILRA4,35,ENSG00000239961,23547,ENSG00000239961,Homo sapiens
Q18037263,LILRA4,35,ENSG00000274185,23547,ENSG00000239961,Homo sapiens
Q18037263,LILRA4,35,ENSG00000276798,23547,ENSG00000239961,Homo sapiens
Q18037263,LILRA4,35,ENSG00000277092,23547,ENSG00000239961,Homo sapiens
Q18037265,TTC33,29,ENSG00000113638,23548,ENSG00000113638,Homo sapiens
Q18037266,DNPEP,58,ENSG00000123992,23549,ENSG00000123992,Homo sapiens
Q18037267,PSD4,38,ENSG00000125637,23550,ENSG00000125637,Homo sapiens
Q18037268,RASD2,28,ENSG00000100302,23551,ENSG00000100302,Homo sapiens
Q18037269,CDK20,44,ENSG00000156345,23552,ENSG00000156345,Homo sapiens
Q18037271,HYAL4,32,ENSG00000106302,23553,ENSG00000106302,Homo sapiens
Q18037272,TSPAN12,34,ENSG00000106025,23554,ENSG00000106025,Homo sapiens
Q18037273,TSPAN15,39,ENSG00000099282,23555,ENSG00000099282,Homo sapiens
Q18037274,PIGN,91,ENSG00000197563,23556,ENSG00000197563,Homo sapiens
Q18037276,SNAPIN,29,ENSG00000143553,23557,ENSG00000143553,Homo sapiens
Q18037277,WBP2,45,ENSG00000132471,23558,ENSG00000132471,Homo sapiens
Q18037278,WBP1,36,ENSG00000239779,23559,ENSG00000239779,Homo sapiens
Q18037279,GTPBP4,33,ENSG00000107937,23560,ENSG00000107937,Homo sapiens
Q18037280,CLDN14,35,ENSG00000159261,23562,ENSG00000159261,Homo sapiens
Q18037281,CHST5,23,ENSG00000135702,23563,ENSG00000135702,Homo sapiens
Q18037282,DDAH2,101,ENSG00000206395,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000213722,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000225635,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000226634,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000227317,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000228128,23564,ENSG00000213722,Homo sapiens
Q18037282,DDAH2,101,ENSG00000233076,23564,ENSG00000213722,Homo sapiens
Q18037283,LPAR3,29,ENSG00000171517,23566,ENSG00000171517,Homo sapiens
Q18037285,ZNF346,61,ENSG00000113761,23567,ENSG00000113761,Homo sapiens
Q18037286,ARL2BP,27,ENSG00000102931,23568,ENSG00000102931,Homo sapiens
Q18037287,PADI4,46,ENSG00000159339,23569,ENSG00000159339,Homo sapiens
Q18037287,PADI4,46,ENSG00000280908,23569,ENSG00000159339,Homo sapiens
Q18037288,DDAH1,35,ENSG00000153904,23576,ENSG00000153904,Homo sapiens
Q18037289,CDC42EP4,37,ENSG00000179604,23580,ENSG00000179604,Homo sapiens
Q18037290,CASP14,25,ENSG00000105141,23581,ENSG00000105141,Homo sapiens
Q18037292,CCNDBP1,46,ENSG00000166946,23582,ENSG00000166946,Homo sapiens
Q18037293,SMUG1,50,,23583,ENSG00000123415,Homo sapiens
Q18037296,VSIG2,24,ENSG00000019102,23584,ENSG00000019102,Homo sapiens
Q18037305,TMEM50A,32,ENSG00000183726,23585,ENSG00000183726,Homo sapiens
Q18037324,ELP5,60,ENSG00000170291,23587,ENSG00000170291,Homo sapiens
Q18037324,ELP5,60,ENSG00000288485,23587,ENSG00000170291,Homo sapiens
Q18037333,KLHDC2,35,ENSG00000165516,23588,ENSG00000165516,Homo sapiens
Q18037342,CARHSP1,56,ENSG00000153048,23589,ENSG00000153048,Homo sapiens
Q18037350,PDSS1,37,ENSG00000148459,23590,ENSG00000148459,Homo sapiens
Q18037359,FAM215A,10,,23591,ENSG00000267496,Homo sapiens
Q18037368,LEMD3,31,ENSG00000174106,23592,ENSG00000174106,Homo sapiens
Q18037378,HEBP2,29,ENSG00000051620,23593,ENSG00000051620,Homo sapiens
Q18037387,ORC6,35,ENSG00000091651,23594,ENSG00000091651,Homo sapiens
Q18037397,ORC3,49,ENSG00000135336,23595,ENSG00000135336,Homo sapiens
Q18037406,OPN3,34,ENSG00000054277,23596,ENSG00000054277,Homo sapiens
Q18037415,ACOT9,41,ENSG00000123130,23597,ENSG00000123130,Homo sapiens
Q18037425,PATZ1,35,ENSG00000100105,23598,ENSG00000100105,Homo sapiens
Q18037434,CLEC5A,34,ENSG00000258227,23601,ENSG00000258227,Homo sapiens
Q18037443,CORO1C,59,ENSG00000110880,23603,ENSG00000110880,Homo sapiens
Q18037452,DAPK2,53,ENSG00000035664,23604,ENSG00000035664,Homo sapiens
Q18037462,HMGN2P9,9,,23605,ENSG00000180150,Homo sapiens
Q18037471,HMGN2P10,9,,23606,ENSG00000231261,Homo sapiens
Q18037479,CD2AP,33,ENSG00000198087,23607,ENSG00000198087,Homo sapiens
Q18037488,MKRN1,48,ENSG00000133606,23608,ENSG00000133606,Homo sapiens
Q18037497,MKRN2,26,ENSG00000075975,23609,ENSG00000075975,Homo sapiens
Q18037515,PHLDA3,27,ENSG00000174307,23612,ENSG00000174307,Homo sapiens
Q18037524,ZMYND8,66,ENSG00000101040,23613,ENSG00000101040,Homo sapiens
Q18037541,SH3BP1,33,ENSG00000100092,23616,ENSG00000100092,Homo sapiens
Q18037542,TSSK2,26,ENSG00000206203,23617,ENSG00000206203,Homo sapiens
Q18037543,ZIM2,29,ENSG00000269699,23619,ENSG00000269699,Homo sapiens
Q18037544,NTSR2,27,ENSG00000169006,23620,ENSG00000169006,Homo sapiens
Q18037545,RUSC1,52,ENSG00000160753,23623,ENSG00000160753,Homo sapiens
Q18037546,CBLC,33,ENSG00000142273,23624,ENSG00000142273,Homo sapiens
Q18037547,FAM89B,27,ENSG00000176973,23625,ENSG00000176973,Homo sapiens
Q18038959,IGHV3-33-2,9,,28433,ENSG00000253440,Homo sapiens
Q18038960,IGHV3-33,7,,28434,ENSG00000211955,Homo sapiens
Q18038961,IGHV3-32,9,,28435,ENSG00000254289,Homo sapiens
Q18038962,IGHV3-30-2,9,,28438,ENSG00000253587,Homo sapiens
Q18038964,IGHV3-30,7,,28439,ENSG00000270550,Homo sapiens
Q18038965,IGHV3-29,9,,28440,ENSG00000270474,Homo sapiens
Q18038966,IGHV3-25,9,,28441,ENSG00000253441,Homo sapiens
Q18038968,IGHV3-23,8,,28442,ENSG00000211949,Homo sapiens
Q18038969,IGHV3-22,9,,28443,ENSG00000253957,Homo sapiens
Q18038970,IGHV3-21,7,,28444,ENSG00000211947,Homo sapiens
Q18038971,IGHV3-20,7,,28445,ENSG00000211946,Homo sapiens
Q18038972,IGHV3-19,9,,28446,ENSG00000253883,Homo sapiens
Q18038974,IGHV3-16,7,,28447,ENSG00000211944,Homo sapiens
Q18038975,IGHV3-15,7,,28448,ENSG00000211943,Homo sapiens
Q18038976,IGHV3-13,7,,28449,ENSG00000211942,Homo sapiens
Q18038977,IGHV3-11,7,,28450,ENSG00000211941,Homo sapiens
Q18038979,IGHV3-7,7,,28452,ENSG00000211938,Homo sapiens
Q18038980,IGHV3-6,9,,28453,ENSG00000253763,Homo sapiens
Q18038981,IGHV2-70,7,,28454,ENSG00000274576,Homo sapiens
Q18038982,IGHV2-26,7,,28455,ENSG00000211951,Homo sapiens
Q18038984,IGHV2-5,7,,28457,ENSG00000211937,Homo sapiens
Q18038987,IGHV1-69,7,,28461,ENSG00000211973,Homo sapiens
Q18038988,IGHV1-68,9,,28462,ENSG00000253703,Homo sapiens
Q18038989,IGHV1-67,9,,28463,ENSG00000253274,Homo sapiens
Q18038991,IGHV1-58,7,,28464,ENSG00000211968,Homo sapiens
Q18038992,IGHV1-46,7,,28465,ENSG00000211962,Homo sapiens
Q18038993,IGHV1-45,7,,28466,ENSG00000211961,Homo sapiens
Q18038994,IGHV1-24,7,,28467,ENSG00000211950,Homo sapiens
Q18038995,IGHV1-18,7,,28468,ENSG00000211945,Homo sapiens
Q18038996,IGHV1-17,9,,28469,ENSG00000254046,Homo sapiens
Q18038997,IGHV1-14,9,,28470,ENSG00000253709,Homo sapiens
Q18038998,IGHV1-12,9,,28471,ENSG00000254174,Homo sapiens
Q18039000,IGHV1-3,7,,28473,ENSG00000211935,Homo sapiens
Q18039001,IGHV1-2,7,,28474,ENSG00000211934,Homo sapiens
Q18039003,IGHJ6,7,,28475,ENSG00000211900,Homo sapiens
Q18039004,IGHJ5,7,,28476,ENSG00000242472,Homo sapiens
Q18039005,IGHJ4,7,,28477,ENSG00000240041,Homo sapiens
Q18039006,IGHJ3P,9,,28478,ENSG00000237111,Homo sapiens
Q18039007,IGHJ3,7,,28479,ENSG00000242887,Homo sapiens
Q18039008,IGHJ2P,9,,28480,ENSG00000237547,Homo sapiens
Q18039009,IGHJ2,7,,28481,ENSG00000211904,Homo sapiens
Q18039010,IGHJ1P,9,,28482,ENSG00000227335,Homo sapiens
Q18039011,IGHJ1,7,,28483,ENSG00000211905,Homo sapiens
Q18039012,IGHD7-27,7,,28484,ENSG00000236597,Homo sapiens
Q18039013,IGHD6-25,7,,28485,ENSG00000225825,Homo sapiens
Q18039014,IGHD6-19,7,,28486,ENSG00000211914,Homo sapiens
Q18039015,IGHD6-13,7,,28487,ENSG00000211920,Homo sapiens
Q18039016,IGHD6-6,7,,28488,ENSG00000228131,Homo sapiens
Q18039017,IGHD5-24,7,,28489,ENSG00000211909,Homo sapiens
Q18039018,IGHD5-18,7,,28490,ENSG00000211915,Homo sapiens
Q18039019,IGHD5-12,7,,28491,ENSG00000211921,Homo sapiens
Q18039020,IGHD5-5,7,,28492,ENSG00000211928,Homo sapiens
Q18039021,IGHD4-23,7,,28493,ENSG00000227196,Homo sapiens
Q18039022,IGHD4-17,7,,28494,ENSG00000227800,Homo sapiens
Q18039023,IGHD4-11,7,,28495,ENSG00000232543,Homo sapiens
Q18039024,IGHD4-4,7,,28496,ENSG00000233655,Homo sapiens
Q18039026,IGHD3-22,7,,28497,ENSG00000211911,Homo sapiens
Q18039027,IGHD3-16,7,,28498,ENSG00000211917,Homo sapiens
Q18039028,IGHD3-10,7,,28499,ENSG00000211923,Homo sapiens
Q18039029,IGHD3-9,7,,28500,ENSG00000211924,Homo sapiens
Q18039031,IGHD3-3,8,,28501,ENSG00000211930,Homo sapiens
Q18039032,IGHD2-21,7,,28502,ENSG00000211912,Homo sapiens
Q18039033,IGHD2-15,7,,28503,ENSG00000211918,Homo sapiens
Q18039034,IGHD2-8,7,,28504,ENSG00000211925,Homo sapiens
Q18039035,IGHD2-2,7,,28505,ENSG00000211931,Homo sapiens
Q18039036,IGHD1-26,7,,28506,ENSG00000211907,Homo sapiens
Q18039037,IGHD1-20,7,,28507,ENSG00000237020,Homo sapiens
Q18039038,IGHD1-14,7,,28508,ENSG00000227108,Homo sapiens
Q18039040,IGHD1-7,7,,28509,ENSG00000237197,Homo sapiens
Q18039041,IGHD1-1,7,,28510,ENSG00000236170,Homo sapiens
Q18039042,NKIRAS2,43,ENSG00000168256,28511,ENSG00000168256,Homo sapiens
Q18039043,NKIRAS1,38,ENSG00000197885,28512,ENSG00000197885,Homo sapiens
Q18039044,CDH19,32,ENSG00000071991,28513,ENSG00000071991,Homo sapiens
Q18039045,DLL1,30,ENSG00000198719,28514,ENSG00000198719,Homo sapiens
Q18039045,DLL1,30,ENSG00000275555,28514,ENSG00000198719,Homo sapiens
Q18039046,TRDV3,7,,28516,ENSG00000256590,Homo sapiens
Q18039048,TRDV2,7,,28517,ENSG00000211821,Homo sapiens
Q18039050,TRDV1,7,,28518,ENSG00000211804,Homo sapiens
Q18039051,TRDJ4,7,,28519,ENSG00000211826,Homo sapiens
Q18039053,TRDJ3,7,,28520,ENSG00000211828,Homo sapiens
Q18039054,TRDJ2,7,,28521,ENSG00000211827,Homo sapiens
Q18039056,TRDJ1,7,,28522,ENSG00000211825,Homo sapiens
Q18039057,TRDD3,7,,28523,ENSG00000228985,Homo sapiens
Q18039058,TRDD2,7,,28524,ENSG00000237235,Homo sapiens
Q18039059,TRDD1,7,,28525,ENSG00000223997,Homo sapiens
Q18039060,TRDC,8,,28526,ENSG00000211829,Homo sapiens
Q18039061,TRBV23OR9-2,9,,28552,ENSG00000229063,Homo sapiens
Q18039062,TRBVB,9,,28555,ENSG00000241911,Homo sapiens
Q18039063,TRBVA,9,,28556,ENSG00000239992,Homo sapiens
Q18039064,TRBV30,7,,28557,ENSG00000237254,Homo sapiens
Q18039065,TRBV29-1,7,,28558,ENSG00000232869,Homo sapiens
Q18039066,TRBV28,7,,28559,ENSG00000211753,Homo sapiens
Q18039068,TRBV27,7,,28560,ENSG00000211752,Homo sapiens
Q18039069,TRBV26,9,,28561,ENSG00000249912,Homo sapiens
Q18039070,TRBV25-1,7,,28562,ENSG00000282499,Homo sapiens
Q18036020,SPINK5,38,ENSG00000133710,11005,ENSG00000133710,Homo sapiens
Q18036021,LILRB4,85,ENSG00000186818,11006,ENSG00000186818,Homo sapiens
Q18036021,LILRB4,85,ENSG00000275730,11006,ENSG00000186818,Homo sapiens
Q18036021,LILRB4,85,ENSG00000276042,11006,ENSG00000186818,Homo sapiens
Q18036021,LILRB4,85,ENSG00000278279,11006,ENSG00000186818,Homo sapiens
Q18036021,LILRB4,85,ENSG00000278555,11006,ENSG00000186818,Homo sapiens
Q18036022,CCDC85B,25,ENSG00000175602,11007,ENSG00000175602,Homo sapiens
Q18036023,GLIPR1,31,ENSG00000139278,11010,ENSG00000139278,Homo sapiens
Q18036025,TLK2,81,ENSG00000146872,11011,ENSG00000146872,Homo sapiens
Q18036026,KLK11,43,ENSG00000167757,11012,ENSG00000167757,Homo sapiens
Q18036027,TMSB15A,22,ENSG00000158164,11013,ENSG00000158164,Homo sapiens
Q18036028,KDELR2,36,ENSG00000136240,11014,ENSG00000136240,Homo sapiens
Q18036029,KDELR3,27,ENSG00000100196,11015,ENSG00000100196,Homo sapiens
Q18036030,ATF7,46,ENSG00000170653,11016,ENSG00000170653,Homo sapiens
Q18036031,SNRNP27,28,ENSG00000124380,11017,ENSG00000124380,Homo sapiens
Q18036032,TMED1,33,ENSG00000099203,11018,ENSG00000099203,Homo sapiens
Q18036033,LIAS,53,ENSG00000121897,11019,ENSG00000121897,Homo sapiens
Q18036035,IFT27,40,ENSG00000100360,11020,ENSG00000100360,Homo sapiens
Q18036036,RAB35,36,ENSG00000111737,11021,ENSG00000111737,Homo sapiens
Q18036037,TDRKH,53,ENSG00000182134,11022,ENSG00000182134,Homo sapiens
Q18036038,VAX1,26,ENSG00000148704,11023,ENSG00000148704,Homo sapiens
Q18036039,LILRA1,49,ENSG00000104974,11024,ENSG00000104974,Homo sapiens
Q18036039,LILRA1,49,ENSG00000274935,11024,ENSG00000104974,Homo sapiens
Q18036039,LILRA1,49,ENSG00000275525,11024,ENSG00000104974,Homo sapiens
Q18036039,LILRA1,49,ENSG00000277398,11024,ENSG00000104974,Homo sapiens
Q18036040,LILRB3,86,ENSG00000204577,11025,ENSG00000204577,Homo sapiens
Q18036040,LILRB3,86,ENSG00000274587,11025,ENSG00000204577,Homo sapiens
Q18036040,LILRB3,86,ENSG00000275019,11025,ENSG00000204577,Homo sapiens
Q18036040,LILRB3,86,ENSG00000277816,11025,ENSG00000204577,Homo sapiens
Q18036042,LILRA2,68,ENSG00000239998,11027,ENSG00000239998,Homo sapiens
Q18036042,LILRA2,68,ENSG00000274000,11027,ENSG00000239998,Homo sapiens
Q18036042,LILRA2,68,ENSG00000275290,11027,ENSG00000239998,Homo sapiens
Q18036042,LILRA2,68,ENSG00000278634,11027,ENSG00000239998,Homo sapiens
Q18036043,SERPINB8P1,9,,11029,ENSG00000217707,Homo sapiens
Q18036044,RBPMS,67,ENSG00000157110,11030,ENSG00000157110,Homo sapiens
Q18036045,RAB31,40,ENSG00000168461,11031,ENSG00000168461,Homo sapiens
Q18036046,ADAP1,50,ENSG00000105963,11033,ENSG00000105963,Homo sapiens
Q18036048,RIPK3,37,ENSG00000129465,11035,ENSG00000129465,Homo sapiens
Q18036048,RIPK3,37,ENSG00000285379,11035,ENSG00000129465,Homo sapiens
Q18036049,GTF2A1L,33,ENSG00000242441,11036,ENSG00000242441,Homo sapiens
Q18036050,STON1,27,ENSG00000243244,11037,ENSG00000243244,Homo sapiens
Q18036051,PIM2,27,ENSG00000102096,11040,ENSG00000102096,Homo sapiens
Q18036052,B4GAT1,26,ENSG00000174684,11041,ENSG00000174684,Homo sapiens
Q18036053,MID2,30,ENSG00000080561,11043,ENSG00000080561,Homo sapiens
Q18036055,UPK1A,28,ENSG00000105668,11045,ENSG00000105668,Homo sapiens
Q18036056,SLC35D2,27,,11046,ENSG00000130958,Homo sapiens
Q18036059,ADRM1,43,ENSG00000130706,11047,ENSG00000130706,Homo sapiens
Q18036062,NUS1P3,9,,11049,ENSG00000234627,Homo sapiens
Q18036064,NUDT21,34,ENSG00000167005,11051,ENSG00000167005,Homo sapiens
Q18036067,CPSF6,35,ENSG00000111605,11052,ENSG00000111605,Homo sapiens
Q18036069,OGFR,29,ENSG00000060491,11054,ENSG00000060491,Homo sapiens
Q18036072,ZPBP,39,ENSG00000042813,11055,ENSG00000042813,Homo sapiens
Q18036074,DDX52,48,ENSG00000277594,11056,ENSG00000278053,Homo sapiens
Q18036074,DDX52,48,ENSG00000278053,11056,ENSG00000278053,Homo sapiens
Q18036077,ABHD2,38,ENSG00000140526,11057,ENSG00000140526,Homo sapiens
Q18036080,WWP1,47,ENSG00000123124,11059,ENSG00000123124,Homo sapiens
Q18036082,WWP2,53,ENSG00000198373,11060,ENSG00000198373,Homo sapiens
Q18036085,CNMD,31,ENSG00000136110,11061,ENSG00000136110,Homo sapiens
Q18036088,DUS4L,53,ENSG00000105865,11062,ENSG00000105865,Homo sapiens
