item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18257296,Echdc2,37,ENSMUSG00000028601,52430,ENSMUSG00000028601,Mus musculus
Q18257298,Ppp2r2d,39,ENSMUSG00000041769,52432,ENSMUSG00000041769,Mus musculus
Q18257300,Tax1bp1,29,ENSMUSG00000004535,52440,ENSMUSG00000004535,Mus musculus
Q18257301,Mrpl48,37,ENSMUSG00000030706,52443,ENSMUSG00000030706,Mus musculus
Q18257313,Tet1,34,ENSMUSG00000047146,52463,ENSMUSG00000047146,Mus musculus
Q18257315,Slc46a1,24,ENSMUSG00000020829,52466,ENSMUSG00000020829,Mus musculus
Q18257317,Ctdsp2,25,ENSMUSG00000078429,52468,ENSMUSG00000078429,Mus musculus
Q18257318,Coa3,14,,52469,ENSMUSG00000017188,Mus musculus
Q18257323,Angel2,48,ENSMUSG00000026634,52477,ENSMUSG00000026634,Mus musculus
Q18257325,Snhg14,12,,52480,ENSMUSG00000100826,Mus musculus
Q18257339,Carhsp1,24,ENSMUSG00000008393,52502,ENSMUSG00000008393,Mus musculus
Q18257340,Cenpo,34,ENSMUSG00000020652,52504,ENSMUSG00000020652,Mus musculus
Q18257346,Ddx56,28,ENSMUSG00000004393,52513,ENSMUSG00000004393,Mus musculus
Q21134001,Zfp622,25,ENSMUSG00000052253,52521,ENSMUSG00000052253,Mus musculus
Q18257354,Nhp2,26,ENSMUSG00000001056,52530,ENSMUSG00000001056,Mus musculus
Q18257358,Mettl17,37,ENSMUSG00000004561,52535,ENSMUSG00000004561,Mus musculus
Q18257361,Acaa2,23,ENSMUSG00000036880,52538,ENSMUSG00000036880,Mus musculus
Q18257371,Sgta,30,ENSMUSG00000004937,52551,ENSMUSG00000004937,Mus musculus
Q18257372,Parp8,35,ENSMUSG00000021725,52552,ENSMUSG00000021725,Mus musculus
Q18257377,Cdc23,30,ENSMUSG00000024370,52563,ENSMUSG00000024370,Mus musculus
Q18257381,Ccdc69,21,ENSMUSG00000049588,52570,ENSMUSG00000049588,Mus musculus
Q18257384,Trmt10c,16,,52575,ENSMUSG00000044763,Mus musculus
Q18257387,Dhrs1,27,ENSMUSG00000002332,52585,ENSMUSG00000002332,Mus musculus
Q18257390,Tspan14,25,ENSMUSG00000037824,52588,ENSMUSG00000037824,Mus musculus
Q18257391,Ncald,59,ENSMUSG00000051359,52589,ENSMUSG00000051359,Mus musculus
Q18257393,Brms1l,31,ENSMUSG00000012076,52592,ENSMUSG00000012076,Mus musculus
Q18257399,Cbx7,36,ENSMUSG00000053411,52609,ENSMUSG00000053411,Mus musculus
Q18257401,Adgre4,18,ENSMUSG00000032915,52614,ENSMUSG00000032915,Mus musculus
Q18257402,Suz12,27,ENSMUSG00000017548,52615,ENSMUSG00000017548,Mus musculus
Q18257407,Cdkn2aipnl,21,ENSMUSG00000020392,52626,ENSMUSG00000020392,Mus musculus
Q18257411,Nit2,28,ENSMUSG00000022751,52633,ENSMUSG00000022751,Mus musculus
Q18257413,Esyt2,41,ENSMUSG00000021171,52635,ENSMUSG00000021171,Mus musculus
Q18257414,Cisd1,15,,52637,ENSMUSG00000037710,Mus musculus
Q18257416,Wipi1,14,,52639,ENSMUSG00000041895,Mus musculus
Q18257423,Nudcd2,26,ENSMUSG00000020328,52653,ENSMUSG00000020328,Mus musculus
Q18257426,Ldlrad4,33,ENSMUSG00000024544,52662,ENSMUSG00000024544,Mus musculus
Q18257427,Echdc1,26,ENSMUSG00000019883,52665,ENSMUSG00000019883,Mus musculus
Q18257428,Arhgef25,37,ENSMUSG00000019467,52666,ENSMUSG00000019467,Mus musculus
Q18257429,Ifi27,32,ENSMUSG00000064215,52668,ENSMUSG00000064215,Mus musculus
Q18257431,Cpsf4l,40,ENSMUSG00000018727,52670,ENSMUSG00000018727,Mus musculus
Q18257435,E2f7,30,ENSMUSG00000020185,52679,ENSMUSG00000020185,Mus musculus
Q18257438,Ncaph2,39,ENSMUSG00000008690,52683,ENSMUSG00000008690,Mus musculus
Q18257439,Cd300lg,26,ENSMUSG00000017309,52685,ENSMUSG00000017309,Mus musculus
Q18257440,Mettl2,28,ENSMUSG00000020691,52686,ENSMUSG00000020691,Mus musculus
Q18257442,Setd3,39,ENSMUSG00000056770,52690,ENSMUSG00000056770,Mus musculus
Q18257445,Zwint,26,ENSMUSG00000019923,52696,ENSMUSG00000019923,Mus musculus
Q18257446,Txndc17,15,,52700,ENSMUSG00000020803,Mus musculus
Q18257450,Krr1,26,ENSMUSG00000063334,52705,ENSMUSG00000063334,Mus musculus
Q18257452,Zfp410,48,ENSMUSG00000042472,52708,ENSMUSG00000042472,Mus musculus
Q18257453,Slc52a2,22,ENSMUSG00000022560,52710,ENSMUSG00000022560,Mus musculus
Q18257455,Zkscan6,25,ENSMUSG00000018347,52712,ENSMUSG00000018347,Mus musculus
Q18257456,Ccdc59,14,,52713,ENSMUSG00000019897,Mus musculus
Q18257458,Ccdc43,26,ENSMUSG00000020925,52715,ENSMUSG00000020925,Mus musculus
Q18257460,Anapc16,28,ENSMUSG00000020107,52717,ENSMUSG00000020107,Mus musculus
Q18257530,Fam3b,24,ENSMUSG00000022938,52793,ENSMUSG00000022938,Mus musculus
Q18257540,Tspyl2,25,ENSMUSG00000041096,52808,ENSMUSG00000041096,Mus musculus
Q18257542,Ldhd,15,,52815,ENSMUSG00000031958,Mus musculus
Q18257545,Rufy3,50,ENSMUSG00000029291,52822,ENSMUSG00000029291,Mus musculus
Q18257548,Lurap1l,13,,52829,ENSMUSG00000048706,Mus musculus
Q18257549,Pnrc2,24,ENSMUSG00000028675,52830,ENSMUSG00000028675,Mus musculus
Q18257550,Tmx4,23,ENSMUSG00000034723,52837,ENSMUSG00000034723,Mus musculus
Q18257551,Dnlz,22,ENSMUSG00000075467,52838,ENSMUSG00000075467,Mus musculus
Q18257552,Dbndd2,29,ENSMUSG00000017734,52840,ENSMUSG00000017734,Mus musculus
Q18257554,Cnot11,24,ENSMUSG00000003135,52846,ENSMUSG00000003135,Mus musculus
Q18257555,Sgsm1,38,ENSMUSG00000042216,52850,ENSMUSG00000042216,Mus musculus
Q18257557,Lair1,41,ENSMUSG00000055541,52855,ENSMUSG00000055541,Mus musculus
Q18257558,Mtg2,42,ENSMUSG00000039069,52856,ENSMUSG00000039069,Mus musculus
Q18257559,Gramd1a,41,ENSMUSG00000001248,52857,ENSMUSG00000001248,Mus musculus
Q18257560,Cdipt,33,ENSMUSG00000030682,52858,ENSMUSG00000030682,Mus musculus
Q18257564,Slx4,38,ENSMUSG00000039738,52864,ENSMUSG00000039738,Mus musculus
Q21133875,Pum3,31,ENSMUSG00000041360,52874,ENSMUSG00000041360,Mus musculus
Q18257567,Rgs7bp,21,ENSMUSG00000021719,52882,ENSMUSG00000021719,Mus musculus
Q18257571,Sco1,26,ENSMUSG00000069844,52892,ENSMUSG00000069844,Mus musculus
Q18257572,Rbfox3,40,ENSMUSG00000025576,52897,ENSMUSG00000025576,Mus musculus
Q18257573,Rnasek,23,ENSMUSG00000093989,52898,ENSMUSG00000093989,Mus musculus
Q18257575,Ahi1,32,ENSMUSG00000019986,52906,ENSMUSG00000019986,Mus musculus
Q18257579,Zmiz2,33,ENSMUSG00000041164,52915,ENSMUSG00000041164,Mus musculus
Q18257763,Dlg3,35,ENSMUSG00000000881,53310,ENSMUSG00000000881,Mus musculus
Q18257764,Mybph,25,ENSMUSG00000042451,53311,ENSMUSG00000042451,Mus musculus
Q18257765,Nub1,25,ENSMUSG00000028954,53312,ENSMUSG00000028954,Mus musculus
Q18257766,Atp2a3,27,ENSMUSG00000020788,53313,ENSMUSG00000020788,Mus musculus
Q18257767,Batf,21,ENSMUSG00000034266,53314,ENSMUSG00000034266,Mus musculus
Q18257768,Sult1d1,19,ENSMUSG00000029273,53315,ENSMUSG00000029273,Mus musculus
Q18257769,Plrg1,26,ENSMUSG00000027998,53317,ENSMUSG00000027998,Mus musculus
Q18257770,Pdlim3,23,ENSMUSG00000031636,53318,ENSMUSG00000031636,Mus musculus
Q15334273,Nxf1,34,ENSMUSG00000010097,53319,ENSMUSG00000010097,Mus musculus
Q18257772,Folh1,25,ENSMUSG00000001773,53320,ENSMUSG00000001773,Mus musculus
Q18257773,Cntnap1,23,ENSMUSG00000017167,53321,ENSMUSG00000017167,Mus musculus
Q18257774,Nucb2,34,ENSMUSG00000030659,53322,ENSMUSG00000030659,Mus musculus
Q18257775,Ube2k,37,ENSMUSG00000029203,53323,ENSMUSG00000029203,Mus musculus
Q18257776,Nptx2,20,ENSMUSG00000059991,53324,ENSMUSG00000059991,Mus musculus
Q18257777,Banp,45,ENSMUSG00000025316,53325,ENSMUSG00000025316,Mus musculus
Q18257778,Pgrmc1,23,ENSMUSG00000006373,53328,ENSMUSG00000006373,Mus musculus
Q18257779,Vamp4,29,ENSMUSG00000026696,53330,ENSMUSG00000026696,Mus musculus
