id,match,name,score,type,type_id,input_value
Q54835822,False,"Gibco CF1 Mouse Embryonic Fibroblasts, Irradiated",72.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835825,False,"Gibco DR4 Mouse Embryonic Fibroblasts, Irradiated",72.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835826,False,"Gibco ICR Mouse Embryonic Fibroblasts, Irradiated",72.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835823,False,"Gibco CF1 Mouse Embryonic Fibroblasts, MitC-Treated",70.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835819,False,"Gibco B6-Puro Mouse Embryonic Fibroblasts, Irradiated",68.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835820,False,"Gibco C57BL/6 Mouse Embryonic Fibroblasts, Irradiated",68.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835824,False,"Gibco CF6-Neo Mouse Embryonic Fibroblasts, Irradiated",68.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54811227,False,"Gibco CF6-Neo Mouse Embryonic Fibroblasts, MitC-Treated",67.0,cell line,Q21014462,Mouse embryonic fibroblasts
Q54835821,False,"Gibco C57BL/6 Mouse Embryonic Fibroblasts, MitC-Treated",67.0,cell line,Q21014462,Mouse embryonic fibroblasts
,False,,,,,Yolk sack
Q317857,True,cochlea,100.0,anatomical structure,Q4936952,Cochlea
Q741774,False,tectorial membrane,39.0,anatomical structure,Q4936952,Cochlea
,False,,,,,Intraembryonic tissues
,False,,,,,Whole heart
,False,,,,,Cortical cells
,False,,,,,Blood CD8+ T lymphocytes
Q7240592,False,preoptic area,28.0,[],,Preoptic region of the hypothalamus
Q7643652,False,Superior mesenteric lymph nodes,83.0,lymph node,Q170758,Mesenteric lymph nodes
Q16989580,False,Inferior mesenteric lymph nodes,83.0,lymph node,Q170758,Mesenteric lymph nodes
Q7133679,False,Paraaortic lymph node,88.0,lymph node,Q170758,Periaortic lymph nodes
Q9384,True,testicle,100.0,anatomical structure,Q4936952,Testis
Q98129203,False,RT-testis,80.0,cell line,Q21014462,Testis
Q54955726,False,ST,67.0,cell line,Q21014462,Testis
Q19001246,False,peripheral lymph node tuberculosis,38.0,[],,Peripheral lymph node
Q66557635,False,skin of auricle of ear,28.5,[],,Ear skin
Q66557638,False,skin of auricle of left ear,24.0,[],,Ear skin
Q66557637,False,skin of auricle of right ear,23.5,[],,Ear skin
,False,,,,,Heart macrophages and dendritic cells
Q192419,False,diencephalon,100.0,anatomical structure,Q4936952,Diencephalon
Q42303837,False,diencephalon,100.0,embryonic structure,Q30062554,Diencephalon
Q164386,False,hypothalamus,48.0,anatomical structure,Q4936952,Diencephalon
Q849277,False,epithalamus,48.0,brain region,Q1620186,Diencephalon
Q662322,False,third ventricle,46.0,anatomical structure,Q4936952,Diencephalon
Q1066549,False,subthalamus,45.0,brain region,Q1620186,Diencephalon
Q54900888,False,L-alpha-1a L-cells,76.0,cell line,Q21014462,Alpha cells
Q54900890,False,L-alpha-1c L-cells,76.0,cell line,Q21014462,Alpha cells
Q54900891,False,L-alpha-2A L-cells,76.0,cell line,Q21014462,Alpha cells
Q54900892,False,L-alpha-2C L-cells,76.0,cell line,Q21014462,Alpha cells
Q5376385,False,Endoplasmic Reticulum Stress in Beta Cells,19.0,[],,Beta cells
,False,,,,,Pancreatic progenitor cells
Q175449,True,trachea,100.0,anatomical structure,Q4936952,Trachea
Q546523,False,bone marrow,71.0,tissue,Q40397,Marrow
Q54872129,False,H4-1,0.0,cell line,Q21014462,Marrow
Q9614,False,tongue,100.0,anatomical structure,Q4936952,Tongue
Q1437033,False,glossa,100.0,organ,Q712378,Tongue
Q104412608,False,pork tongue,71.0,cut of meat,Q29545091,Tongue
Q6553990,False,lingual papilla,60.0,anatomical structure,Q4936952,Tongue
,False,,,,,Mammary tissue
,False,,,,,In vitro differentiation of mESCs into motor neurons
Q1934178,False,neural nucleus,57.0,brain region,Q1620186,Brain (neurons)
Q193583,True,adipose tissue,100.0,tissue,Q40397,Fat
,False,,,,,ES-derived kidney organoid
Q9625,True,prostate,100.0,material anatomical entity,Q27043948,Prostate
Q5281607,True,arthropod mandible,100.0,anatomical structure,Q4936952,Mandible
Q16370,False,human mandible,84.0,bone,Q265868,Mandible
Q104280,False,gums,59.0,animal structure,Q25570959,Mandible
Q728309,True,islet of Langerhans,100.0,anatomical structure,Q4936952,Pancreatic islets
,False,,,,,Lymphoblastoid cell line
Q76823287,False,"Receptor, EphB5",16.5,[],,Embryonic thymus
,False,,,,,Lung endoderm
,False,,,,,Monocyte-derived macrophages
,False,,,,,Leukemic cells
Q54905254,False,MES11,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905255,False,MES12,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905256,False,MES13,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905257,False,MES14,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905259,False,MES15,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905260,False,MES16,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905261,False,MES17,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905262,False,MES19,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905263,False,MES20,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905264,False,MES21,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905265,False,MES22,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905266,False,MES23,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905268,False,MES24,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905269,False,MES25,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905270,False,MES26,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905272,False,MES27,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905273,False,MES28,86.0,cell line,Q21014462,Embryonic stem cell line
Q54905274,False,MES29,86.0,cell line,Q21014462,Embryonic stem cell line
Q54872370,False,hAGES,72.0,cell line,Q21014462,Embryonic stem cell line
Q54951467,False,RUES1,66.0,cell line,Q21014462,Embryonic stem cell line
Q54951469,False,RUES2,66.0,cell line,Q21014462,Embryonic stem cell line
Q54951472,False,RUES3,66.0,cell line,Q21014462,Embryonic stem cell line
,False,,,,,Macrophage from E14.5
Q19000903,False,AIDS-related gastric Kaposi's sarcoma,30.0,[],,Kaposi's sarcoma
Q19000831,False,AIDS-related cervical Kaposi's sarcoma,29.5,[],,Kaposi's sarcoma
,False,,,,,Thymocytes
Q19000715,False,prostate basal cell carcinoma,39.0,[],,Prostate basal cells
,False,,,,,Sub-ventricular zone
Q54900855,False,L-1,12.0,cell line,Q21014462,Mammary gland
Q75785,True,visual cortex,100.0,anatomical structure,Q4936952,Visual cortex
Q68019463,False,human visual cortex,81.0,anatomical structure,Q4936952,Visual cortex
Q189763,False,trigeminal nerve,73.0,cranial nerve,Q180454,Nerve
Q186029,False,optic nerve,71.0,cranial nerve,Q180454,Nerve
Q5413568,False,axon terminus,71.0,cellular component,Q5058355,Nerve
Q178999,False,axon,67.0,cellular component,Q5058355,Nerve
Q190140,False,vagus nerve,67.0,cranial nerve,Q180454,Nerve
Q242160,False,facial nerve cn 8,62.0,cranial nerve,Q180454,Nerve
Q271987,False,accessory nerve,62.0,cranial nerve,Q180454,Nerve
Q307869,False,sciatic nerve,62.0,spinal nerve,Q937076,Nerve
Q223903,False,oculomotor nerve,56.0,cranial nerve,Q180454,Nerve
Q319584,False,trochlear nerve,56.0,cranial nerve,Q180454,Nerve
Q319577,False,hypoglossal nerve,53.0,cranial nerve,Q180454,Nerve
Q1420571,False,ophthalmic nerve,50.0,sensory nerve,Q2635510,Nerve
Q187181,False,synapse,46.0,cellular component,Q5058355,Nerve
Q509615,False,Intestinal epithelium,50.0,[],,Intestinal epithelium
Q66714029,False,Intestinal epithelium,50.0,[],,Intestinal epithelium
,False,,,,,Peritoneal cavity cells
Q70079710,False,skeletal muscle satellite cells,41.5,[],,Muscle satellite cells
,False,,,,,Inflamed area of colon
,False,,,,,Bone marrow mesenchymal and endothelial cells
Q54835551,False,GEK,86.0,cell line,Q21014462,Embryonic kidney
Q55064607,False,???,50.0,[],,Unknown
Q1541043,False,tomb of the Unknown Soldier,21.0,[],,Unknown
Q540571,False,fibromyalgia,16.5,[],,Unknown
Q594841,False,idiopathy,14.5,[],,Unknown
Q7139918,False,pars reticulata,74.0,anatomical structure,Q4936952,Substantia nigra
,False,,,,,Stria terminalis (brain)
Q11731945,False,Jądro łożyskowe prążka krańcowego,50.0,[],,Bed nucleus of the stria terminalis
Q914952,False,cord blood,50.0,[],,Cord blood
Q603336,False,cord blood bank,40.0,[],,Cord blood
Q4232791,False,percutaneous umbilical cord blood sampling,34.5,[],,Cord blood
Q25327036,False,Cord blood transfusion,31.0,[],,Cord blood
Q67591532,False,cord blood stem cell transplantation,21.5,[],,Cord blood
Q5169876,False,Cord blood-derived multipotent stem cell,20.0,[],,Cord blood
,False,,,,,Sorted myeloid cells
,False,,,,,Tonsil CD14+ cells
,False,,,,,Epidermal cells
,False,,,,,Hind limb muscles
,False,,,,,Tonsil CD4 T cells
,False,,,,,Commensal-specific CD8+ T cells
,False,,,,,Gonadal adipose tissue
Q175449,False,trachea,55.0,anatomical structure,Q4936952,Lungs
Q191341,False,pulmonary alveolus,53.0,anatomical structure,Q4936952,Lungs
,False,,,,,CD45+ dermal immune cells
,False,,,,,Distal small intestine
Q1137072,True,rhombencephalon,100.0,embryonic structure,Q30062554,Hindbrain
Q1137072,False,rhombencephalon,64.0,embryonic structure,Q30062554,Embryonic hindbrain
Q2456825,False,myelencephalon,42.0,embryonic structure,Q30062554,Embryonic hindbrain
Q54831584,False,DuCaP,47.0,cell line,Q21014462,Dura mater
Q926250,False,choroid plexus,50.0,[],,Choroid plexus
Q1237766,False,Choroid plexus cyst,42.5,[],,Choroid plexus
Q5105211,False,choroid plexus neoplasm,41.0,[],,Choroid plexus
Q1524940,False,choroid plexus carcinoma,40.0,[],,Choroid plexus
Q18555975,False,adult choroid plexus cancer,38.0,[],,Choroid plexus
Q55790814,False,childhood choroid plexus neoplasm,38.0,[],,Choroid plexus
Q623668,False,choroid plexus papilloma,37.0,[],,Choroid plexus
Q18556389,False,choroid plexus meningioma,36.0,[],,Choroid plexus
Q66599241,False,Epithelium of choroid plexus,33.5,[],,Choroid plexus
Q18555977,False,childhood choroid plexus cancer,31.0,[],,Choroid plexus
Q66576377,False,choroid plexus of third ventricle,30.0,[],,Choroid plexus
Q66576394,False,choroid plexus of fourth ventricle,29.0,[],,Choroid plexus
Q66590323,False,choroid plexus of lateral ventricle,28.5,[],,Choroid plexus
Q66599275,False,Choroid plexus of left lateral ventricle,26.0,[],,Choroid plexus
Q66599274,False,Choroid plexus of right lateral ventricle,25.5,[],,Choroid plexus
Q66599242,False,Subdivision of epithelium of choroid plexus,24.5,[],,Choroid plexus
Q66599247,False,Epithelium of choroid plexus of third ventricle,23.0,[],,Choroid plexus
Q66599243,False,Epithelium of choroid plexus of lateral ventricle,22.0,[],,Choroid plexus
Q66599249,False,Epithelium of choroid plexus of fourth ventricle,22.5,[],,Choroid plexus
Q66599245,False,Epithelium of choroid plexus of right lateral ventricle,20.5,[],,Choroid plexus
Q66599246,False,Epithelium of choroid plexus of left lateral ventricle,20.5,[],,Choroid plexus
,False,,,,,Subdural meninges
Q94489,False,n-gram,16.5,[],,\N
Q180544,False,prism,16.5,[],,\N
Q175943,False,photodiode,9.0,[],,\N
